size,cpus,time
200,2,0.0076168
400,2,0.0761853
1000,2,0.8773294
800,2,0.6054524
1200,2,1.7936595
1400,2,2.9602834
1600,2,5.3062869
2000,2,12.4647526
2600,2,36.289059
3000,2,55.1873217
3600,2,93.646177
4000,2,120.296047
5000,2,235.9760491
6000,2,373.5520519
7000,2,619.4689128
100,4,0.001578
200,4,0.0033328
400,4,0.0258163
800,4,0.1993179
1000,4,0.3841173
1200,4,0.9881848
1400,4,2.2669558
1600,4,4.7102024
2000,4,6.6867833
2600,4,40.3444758
3000,4,64.3406632
3600,4,103.8912053
4000,4,123.3349912
5000,4,194.99405
6000,4,283.9275981
7000,4,388.576985
100,8,0.0020523
200,8,0.0045489
400,8,0.0140661
1000,8,0.2052163
800,8,0.1377571
1200,8,0.4233773
1400,8,1.8891081
1600,8,4.5483717
2000,8,12.9016533
2600,8,34.8692983
3000,8,57.4234854
3600,8,85.8343799
4000,8,112.973147
5000,8,198.2443984
6000,8,255.6700247
7000,8,318.0719109
100,10,0.0027031
200,10,0.003886
400,10,0.012144
800,10,0.086488
1000,10,0.2286325
1200,10,0.4392776
1400,10,0.8525362
1600,10,2.7932577
2000,10,10.7298166
2600,10,29.9903543
3000,10,48.8179846
3600,10,87.366582
4000,10,108.5695455
5000,10,178.7627486
6000,10,251.3989009
7000,10,310.3542443
100,16,0.003375
200,16,0.0046476
400,16,0.0124144
800,16,0.087272
1000,16,0.165538
1400,16,0.6044806
1600,16,3.082415
1200,16,7.2010058
2000,16,9.9470933
2600,16,28.9231986
3000,16,55.9007421
3600,16,94.4569867
4000,16,121.8567435
5000,16,188.6895462
6000,16,253.7157736
7000,16,298.7929362
100,1,0.00135
200,1,0.0123456
400,1,0.0955387
600,1,0.327416
800,1,0.7555744
100,1,0.0013193
200,1,0.011057
400,1,0.0954128
600,1,0.3328295
800,1,0.7986864
1000,1,1.5363695
1200,1,2.7209493
1400,1,4.4784603
1600,1,6.5032324
2000,1,13.0943764
100,1,0.0013576
200,1,0.0112695
400,1,0.0968125
600,1,0.3371657
800,1,0.8068597
1000,1,1.5063475
1200,1,2.6220003
1400,1,4.2611488
100,2,0.0014815
200,2,0.0063646
400,2,0.049458
600,2,0.1673072
800,2,0.4068141
1000,2,0.7746111
1200,2,1.3156751
1400,2,2.0925158
100,4,0.0020778
200,4,0.004299
400,4,0.0256126
600,4,0.0927933
800,4,0.230837
1000,4,0.4427493
1200,4,0.7278613
1400,4,1.0979626
100,8,0.0038443
200,8,0.0043228
400,8,0.0189258
600,8,0.0510147
800,8,0.1365007
1000,8,0.2529892
1200,8,0.5089725
1400,8,0.7324772
100,10,0.0023395
200,10,0.0033128
400,10,0.0118439
600,10,0.0374542
800,10,0.1038219
1000,10,0.2945635
1200,10,0.5019302
1400,10,0.7321949
100,16,0.0026068
200,16,0.0036918
400,16,0.0129319
600,16,0.0792246
800,16,0.139306
1000,16,0.3531804
1200,16,0.5541256
1400,16,0.6942766
100,2,0.0014049
200,2,0.0061229
400,2,0.0477817
600,2,0.1738006
800,2,0.4252343
1000,2,0.8018457
1200,2,1.4440972
1400,2,2.4274829
1600,2,3.5592664
2000,2,6.5397477
100,1,0.0012369
200,1,0.0108792
400,1,0.0937293
600,1,0.3253865
800,1,0.7796394
1000,1,1.4826631
1200,1,2.5351951
1400,1,4.0217205
100,2,0.0015704
200,2,0.0063993
400,2,0.0505536
600,2,0.1693487
800,2,0.4104563
1000,2,0.7881436
1200,2,1.3228646
1400,2,2.0776072
100,4,0.0010002
200,4,0.0039865
400,4,0.0248621
600,4,0.0873384
800,4,0.2559996
1000,4,0.4626012
1200,4,0.7320949
1400,4,1.1158935
100,8,0.0021921
200,8,0.0031657
400,8,0.0141926
600,8,0.0577594
800,8,0.156915
1000,8,0.3116014
1200,8,0.6157286
1400,8,0.7692819
100,10,0.0021687
200,10,0.003272
400,10,0.0123701
600,10,0.0374142
800,10,0.1086033
1000,10,0.3410698
1200,10,0.5558562
1400,10,0.7790791
100,16,0.004101
200,16,0.0044457
400,16,0.0099648
600,16,0.0482475
800,16,0.1178737
1000,16,0.3103706
1200,16,0.537205
1400,16,0.703003
100,4,0.0013193
200,4,0.0033195
400,4,0.0245279
600,4,0.085258
800,4,0.2515812
1000,4,0.541343
1200,4,0.8940884
1400,4,1.5576807
1600,4,2.4917125
2000,4,4.1171584
100,1,0.0013692
200,1,0.0108453
400,1,0.0953937
600,1,0.3379937
800,1,0.7817073
1000,1,1.4931337
1200,1,2.5550936
1400,1,4.0523026
100,2,0.0009615
200,2,0.0117249
400,2,0.0478122
600,2,0.1741016
800,2,0.4122846
1000,2,0.7747724
1200,2,1.3158093
1400,2,2.0742329
100,4,0.0013785
200,4,0.0039668
400,4,0.0265523
600,4,0.0869223
800,4,0.2395183
1000,4,0.4349275
1200,4,0.7260556
1400,4,1.1065339
100,8,0.0021026
200,8,0.0029098
400,8,0.0131229
600,8,0.0458934
800,8,0.1303101
1000,8,0.3046473
1200,8,0.5690643
1400,8,0.7447195
100,10,0.0023079
200,10,0.0029271
400,10,0.0113946
600,10,0.0429213
800,10,0.1310018
1000,10,0.3497909
1200,10,0.5358027
1400,10,0.7667239
100,16,0.0043135
200,16,0.0043848
600,16,0.0473305
400,16,0.0863016
800,16,0.1526342
1000,16,0.3153506
1200,16,0.6281475
1400,16,0.7139536
100,8,0.0022378
200,8,0.0031228
400,8,0.0205584
600,8,0.0505792
800,8,0.1062976
1000,8,0.3007991
1200,8,0.5946147
1400,8,1.4938116
1600,8,2.1512384
2000,8,3.2003013
100,1,0.0013468
200,1,0.0114611
400,1,0.0965444
600,1,0.3344296
800,1,0.7883416
1000,1,1.4927126
1200,1,2.5542111
1400,1,4.2284735
100,2,0.0009738
200,2,0.0063854
400,2,0.0481204
600,2,0.1691047
800,2,0.405705
1000,2,0.7682653
1200,2,1.3195308
1400,2,2.0536905
100,4,0.0015815
200,4,0.0035801
400,4,0.0251052
600,4,0.0889418
800,4,0.2237462
1000,4,0.4251817
1200,4,0.7015585
1400,4,1.0874218
100,8,0.0024161
200,8,0.0048415
400,8,0.0159556
600,8,0.0452728
800,8,0.1348276
1000,8,0.2634762
1200,8,0.4502813
1400,8,0.7047593
100,10,0.0024621
200,10,0.0039061
400,10,0.0140975
600,10,0.0380968
800,10,0.1036614
1000,10,0.2532137
1200,10,0.4599072
1400,10,0.6394374
100,16,0.0033661
200,16,0.0034591
400,16,0.0120364
600,16,0.0431158
800,16,0.088433
1000,16,0.2354792
1200,16,0.5947958
1400,16,0.7158185
100,10,0.002361
400,10,0.0155075
200,10,0.0043643
600,10,0.0376934
800,10,0.2358321
1400,10,0.7519221
1000,10,0.9963411
1200,10,1.2326031
1600,10,2.3007553
2000,10,3.2351155
100,1,0.0012876
200,1,0.0114255
400,1,0.0968927
600,1,0.3344416
800,1,0.8052426
1000,1,1.5259124
1200,1,2.6560785
1400,1,4.2431192
100,2,0.0016976
200,2,0.0060462
400,2,0.0487885
600,2,0.1753837
800,2,0.3866212
1000,2,0.7528915
1200,2,1.3079493
1400,2,2.0176014
100,4,0.0014875
200,4,0.0035478
400,4,0.0267304
600,4,0.1045687
800,4,0.2351711
1000,4,0.4364151
1200,4,0.7209727
1400,4,1.0754789
100,8,0.0023705
200,8,0.0034271
400,8,0.0141677
600,8,0.045958
800,8,0.1253518
1000,8,0.3065571
1200,8,0.6131604
1400,8,0.7730321
100,10,0.0024161
200,10,0.0030688
400,10,0.0124029
600,10,0.0385727
800,10,0.1044193
1000,10,0.3007129
1200,10,0.5997213
1400,10,0.7804517
100,16,0.0044163
200,16,0.0037937
400,16,0.0124218
600,16,0.0450952
800,16,0.1028652
1000,16,0.4047891
1200,16,0.489671
1400,16,0.571008
100,16,0.0034477
200,16,0.003753
400,16,0.010808
600,16,0.0459702
800,16,0.0917012
1000,16,0.2101834
1200,16,0.9764861
1400,16,1.2050344
1600,16,2.6296723
2000,16,2.9883164
100,1,0.0013484
200,1,0.0112245
400,1,0.0952699
600,1,0.3368151
800,1,0.7793992
1000,1,1.5009187
1200,1,2.5683004
1400,1,4.1182259
100,2,0.0011806
200,2,0.0062653
400,2,0.0496386
600,2,0.1729489
800,2,0.39182
1000,2,0.7509324
1200,2,1.3065797
1400,2,2.0530932
100,4,0.0012924
200,4,0.0035002
400,4,0.0249156
600,4,0.0950944
800,4,0.2531804
1000,4,0.4275395
1200,4,0.6977674
1400,4,1.057591
100,8,0.0023912
200,8,0.0035862
400,8,0.0140034
600,8,0.0452232
800,8,0.1208258
1000,8,0.3001052
1200,8,0.5896437
1400,8,0.7975303
100,10,0.0023277
200,10,0.0032545
400,10,0.0117687
600,10,0.0422916
800,10,0.1220154
1000,10,0.3482197
1200,10,0.6305012
1400,10,0.7891912
100,16,0.0034851
200,16,0.0051716
400,16,0.0195239
600,16,0.0486081
800,16,0.1295007
1000,16,0.5254858
1200,16,0.5589513
1400,16,0.7327123
100,2,0.0013668
200,2,0.0060157
400,2,0.0489857
600,2,0.1643613
800,2,0.3801492
100,1,0.0014366
200,1,0.0113122
400,1,0.0957263
600,1,0.3323369
800,1,0.795358
1000,1,1.5139231
1200,1,2.6890223
1400,1,4.5661844
1600,1,6.4993204
2000,1,12.6518987
100,1,0.0013114
200,1,0.0108777
400,1,0.0996743
600,1,0.3349047
800,1,0.7826727
1000,1,1.5110551
1200,1,2.6131146
1400,1,4.1712502
100,2,0.0016393
200,2,0.0057914
400,2,0.046792
600,2,0.16716
800,2,0.3926728
1000,2,0.7547861
1200,2,1.2933103
1400,2,2.0264429
100,4,0.0012131
200,4,0.0034068
400,4,0.0252794
600,4,0.0904884
800,4,0.2343908
1000,4,0.4250709
1200,4,0.7091651
1400,4,1.0875948
100,8,0.0023247
200,8,0.0033139
400,8,0.0159068
600,8,0.0478119
800,8,0.1328259
1000,8,0.3030703
1200,8,0.4692562
1400,8,0.7815404
100,10,0.0030262
200,10,0.002895
400,10,0.0243959
800,10,0.0856599
600,10,0.0392164
1200,10,0.4412574
1000,10,0.5556487
1400,10,0.7362838
100,16,0.0027521
200,16,0.0038993
400,16,0.0116756
600,16,0.0430399
800,16,0.0929922
1000,16,0.207591
1200,16,0.596364
1400,16,0.7046563
100,2,0.0011221
200,2,0.0061683
400,2,0.0468847
600,2,0.1671242
800,2,0.4469615
1000,2,0.8264721
1200,2,1.4269904
1400,2,2.2721689
1600,2,3.449195
2000,2,6.4087284
100,1,0.0014114
200,1,0.0109769
400,1,0.0948567
600,1,0.3325402
800,1,0.7766229
1000,1,1.4760519
1200,1,2.5515528
1400,1,4.0652308
100,2,0.0013283
200,2,0.0061244
400,2,0.0478773
600,2,0.1691734
800,2,0.4001525
1000,2,0.7552739
1200,2,1.3009375
1400,2,2.0282841
100,4,0.00201
200,4,0.0034838
400,4,0.02495
600,4,0.0864283
800,4,0.2326678
1000,4,0.4377542
1200,4,0.7024602
1400,4,1.0762192
100,8,0.0015146
200,8,0.0028258
400,8,0.0140935
600,8,0.0531047
800,8,0.1548071
1000,8,0.3519105
1200,8,0.6577349
1400,8,0.770766
100,10,0.0024205
200,10,0.0032047
400,10,0.010932
600,10,0.0429489
800,10,0.1380955
1000,10,0.3365971
1200,10,0.5480856
1400,10,0.7047104
100,16,0.0027991
200,16,0.0043656
400,16,0.0134125
600,16,0.0476354
800,16,0.1264726
1000,16,0.4766571
1200,16,0.4941191
1400,16,0.6508773
100,4,0.0017544
200,4,0.003526
400,4,0.0265655
600,4,0.0869102
800,4,0.2815691
1000,4,0.5558181
1200,4,0.9427643
1400,4,1.5825354
1600,4,2.3245016
2000,4,3.7809188
100,1,0.0012956
200,1,0.0109526
400,1,0.0868502
600,1,0.3285826
800,1,0.7854343
1000,1,1.4958456
1200,1,2.579698
1400,1,4.0915443
100,2,0.0017227
200,2,0.0061543
400,2,0.0480453
600,2,0.1688555
800,2,0.402637
1000,2,0.7651606
1200,2,1.3082835
1400,2,2.026788
100,4,0.0014577
200,4,0.0092511
400,4,0.0284719
600,4,0.0882281
800,4,0.2408698
1000,4,0.4198293
1200,4,0.6991135
1400,4,1.067129
100,8,0.002021
200,8,0.0037355
400,8,0.0144189
600,8,0.0452896
800,8,0.1224635
1000,8,0.280257
1200,8,0.492148
1400,8,0.7396882
100,10,0.0018834
200,10,0.0028285
400,10,0.0120017
600,10,0.0423256
800,10,0.1349502
1000,10,0.27577
1200,10,0.5002677
1400,10,0.6952744
100,16,0.008674
200,16,0.0060078
400,16,0.0114245
600,16,0.0456399
800,16,0.1022463
1000,16,0.4173539
1200,16,0.5480472
1400,16,0.7550263
100,8,0.0033251
200,8,0.0034753
400,8,0.0138538
600,8,0.0443804
800,8,0.1363807
1000,8,0.3124333
1200,8,0.7544035
1400,8,1.3017582
1600,8,2.2655454
2000,8,3.0745035
100,1,0.0013431
200,1,0.0114001
400,1,0.0945955
600,1,0.3285698
800,1,0.7611542
1000,1,1.4782878
1200,1,2.5172299
1400,1,4.0752947
100,2,0.0017214
200,2,0.0060484
400,2,0.0504417
600,2,0.1548963
800,2,0.3897204
1000,2,0.7774674
1200,2,1.3161418
1400,2,2.0724202
100,4,0.0014727
200,4,0.0044975
400,4,0.0250255
600,4,0.0969598
800,4,0.2251304
1000,4,0.4232066
1200,4,0.7217782
1400,4,1.0885725
100,8,0.0025362
200,8,0.0035223
400,8,0.0156726
600,8,0.0455006
800,8,0.1185862
1000,8,0.2968954
1200,8,0.4663991
1400,8,0.7527262
100,10,0.0023335
200,10,0.0051842
400,10,0.0124557
600,10,0.0381503
800,10,0.1062576
1000,10,0.315198
1200,10,0.5233882
1400,10,0.7444073
100,16,0.003638
200,16,0.0045249
400,16,0.0134203
600,16,0.0475854
800,16,0.1275493
1000,16,0.3618224
1200,16,0.5645003
1400,16,0.7019155
100,10,0.0025342
200,10,0.0028225
400,10,0.0149224
600,10,0.0377008
800,10,0.0843709
1000,10,0.2599383
1200,10,0.6719706
1400,10,1.4977993
1600,10,2.3563658
2000,10,3.2608334
100,1,0.0013537
200,1,0.0113622
400,1,0.0946473
600,1,0.3340322
800,1,0.8099709
1000,1,1.5478326
1200,1,2.7005394
1400,1,4.4951799
100,2,0.0013674
200,2,0.0059018
400,2,0.0507579
600,2,0.170615
800,2,0.4083757
1000,2,0.7794987
1200,2,1.3354149
1400,2,2.101845
100,4,0.0014394
200,4,0.003312
400,4,0.025573
600,4,0.088473
800,4,0.240301
1000,4,0.4136274
1200,4,0.7155816
1400,4,1.074016
100,8,0.0023004
200,8,0.0027394
400,8,0.013804
600,8,0.0561892
800,8,0.1476452
1000,8,0.3409164
1200,8,0.4831681
1400,8,0.7889786
100,10,0.0027993
200,10,0.003952
400,10,0.0124817
600,10,0.040549
800,10,0.1128497
1000,10,0.2774785
1200,10,0.5855226
1400,10,0.7876504
100,16,0.002463
200,16,0.0044805
400,16,0.011114
600,16,0.0450291
800,16,0.1056178
1000,16,0.4611418
1200,16,0.5728563
1400,16,0.7099388
100,16,0.0045911
200,16,0.0048261
400,16,0.0113364
600,16,0.0441301
800,16,0.0979394
1000,16,0.1610919
1200,16,0.9545366
1400,16,1.1456136
1600,16,2.463977
2000,16,2.9810447
100,1,0.0013495
200,1,0.0114046
400,1,0.0973172
600,1,0.3338392
800,1,0.7816933
1000,1,1.4837557
1200,1,2.5754728
1400,1,4.1076368
100,2,0.0028373
200,2,0.0061854
400,2,0.0499052
600,2,0.1719367
800,2,0.3967039
1000,2,0.7588791
1200,2,1.3287832
1400,2,2.0434273
100,4,0.0016294
200,4,0.0034359
400,4,0.0252669
600,4,0.0906763
800,4,0.2184299
1000,4,0.41311
1200,4,0.7126566
1400,4,1.1057916
100,8,0.0022923
200,8,0.0034137
400,8,0.018615
600,8,0.0446941
800,8,0.1293733
1000,8,0.2956279
1200,8,0.6130783
1400,8,0.7620817
100,10,0.0024241
200,10,0.0028398
400,10,0.0166925
600,10,0.0397067
1000,10,0.4515445
800,10,0.5663903
1400,10,0.7108853
1200,10,0.7449529
100,16,0.0036321
200,16,0.0042467
400,16,0.0113473
600,16,0.0464052
1200,16,0.3191367
800,16,0.4785581
1000,16,0.5572816
1400,16,0.6695437
100,4,0.0013566
200,4,0.0034149
400,4,0.025968
600,4,0.0886119
800,4,0.2028099
100,1,0.0014213
200,1,0.0112458
400,1,0.0954687
600,1,0.3416985
800,1,0.8112332
1000,1,1.5790003
1200,1,2.7090557
1400,1,4.501047
1600,1,6.5184734
2000,1,12.4748385
100,1,0.001288
200,1,0.0109946
400,1,0.0930573
600,1,0.3379147
800,1,0.7893895
1000,1,1.484085
1200,1,2.5717723
1400,1,4.1268496
100,2,0.0012615
200,2,0.0063589
400,2,0.0466367
600,2,0.1766262
800,2,0.3977334
1000,2,0.7779936
1200,2,1.3281836
1400,2,2.0526134
100,4,0.0021204
200,4,0.0035447
400,4,0.0249618
600,4,0.0852123
800,4,0.2306974
1000,4,0.4433289
1200,4,0.7088095
1400,4,1.1066294
100,8,0.0017647
200,8,0.002888
400,8,0.0171625
600,8,0.0492595
800,8,0.1477504
1000,8,0.2771874
1200,8,0.4773012
1400,8,0.699336
100,10,0.0016616
200,10,0.0030756
400,10,0.0117663
600,10,0.0425594
800,10,0.1270162
1000,10,0.2716831
1200,10,0.4987098
1400,10,0.7332627
100,16,0.0033859
200,16,0.0032451
400,16,0.0112351
600,16,0.0433441
800,16,0.0989095
1000,16,0.5071434
1200,16,0.6017748
1400,16,0.718417
100,2,0.0010645
200,2,0.0062302
400,2,0.048429
600,2,0.1715614
800,2,0.4080777
1000,2,0.8234882
1200,2,1.4084891
1400,2,2.3720358
1600,2,3.5379734
2000,2,6.5811525
100,1,0.001345
200,1,0.0112772
400,1,0.0927485
600,1,0.3339776
800,1,0.7849558
1000,1,1.5097394
1200,1,2.5530176
1400,1,4.1018984
100,2,0.0012748
200,2,0.0059966
400,2,0.0473166
600,2,0.1888382
800,2,0.4180624
1000,2,0.7793124
1200,2,1.3328517
1400,2,2.0821487
100,4,0.0015229
200,4,0.0035815
400,4,0.026121
600,4,0.0931277
800,4,0.2218031
1000,4,0.4331179
1200,4,0.7070838
1400,4,1.0763215
100,8,0.0022245
200,8,0.0036551
400,8,0.0144111
600,8,0.0440755
800,8,0.1261085
1000,8,0.2852323
1200,8,0.5795689
1400,8,0.7567806
100,10,0.0041472
200,10,0.0031231
400,10,0.0119761
600,10,0.0370255
800,10,0.1056293
1000,10,0.3220149
1200,10,0.5657865
1400,10,0.7730595
100,16,0.0050794
200,16,0.00433
400,16,0.0103796
600,16,0.0444083
800,16,0.1062277
1400,16,0.4641407
1000,16,0.6003025
1200,16,0.6426421
100,4,0.0013613
200,4,0.0033356
400,4,0.0249561
600,4,0.0847986
800,4,0.2180657
1000,4,0.5389676
1200,4,0.8821629
1400,4,1.50556
1600,4,2.295917
2000,4,3.8814498
100,1,0.0011329
200,1,0.0113014
400,1,0.0952493
600,1,0.3413817
800,1,0.7928045
1000,1,1.4973432
1200,1,2.5642626
1400,1,4.0756457
100,2,0.0013383
200,2,0.0124294
400,2,0.0475716
600,2,0.1697807
800,2,0.3934535
1000,2,0.7705746
1200,2,1.3013544
1400,2,2.067856
100,4,0.0015325
200,4,0.0064368
400,4,0.0257823
600,4,0.0866983
800,4,0.2323891
1000,4,0.4132943
1200,4,0.7091324
1400,4,1.0826437
100,8,0.0021895
200,8,0.0034361
400,8,0.0180226
600,8,0.0459048
800,8,0.1438161
1000,8,0.2655179
1200,8,0.5770856
1400,8,0.7333919
100,10,0.0023456
200,10,0.00326
400,10,0.0129222
600,10,0.0411587
800,10,0.121916
1000,10,0.2635022
1200,10,0.5242529
1400,10,0.7553455
100,16,0.0045453
200,16,0.0050117
400,16,0.0253627
600,16,0.0452594
800,16,0.0934084
1000,16,0.1786354
1200,16,0.7130298
1400,16,0.7124864
100,8,0.0024642
200,8,0.0023202
400,8,0.0141771
600,8,0.0467845
1000,8,0.3325688
800,8,0.6074004
1400,8,0.8780096
1200,8,0.8608087
1600,8,2.1505122
2000,8,3.0401504
100,1,0.0012917
200,1,0.0113815
400,1,0.0939259
600,1,0.3312855
800,1,0.7800612
1000,1,1.5173948
1200,1,2.5971757
1400,1,4.1192747
100,2,0.001302
200,2,0.0057671
400,2,0.0476412
600,2,0.1675944
800,2,0.391697
1000,2,0.7585734
1200,2,1.2911143
1400,2,2.0452397
100,4,0.0016299
200,4,0.0033924
400,4,0.0248445
600,4,0.0874705
800,4,0.2267318
1000,4,0.4311656
1200,4,0.689598
1400,4,1.0868077
100,8,0.0023579
200,8,0.0041323
400,8,0.015826
600,8,0.0471911
1000,8,0.3266562
800,8,0.5007397
1400,8,0.743025
1200,8,0.7324861
100,10,0.0031666
200,10,0.0043426
400,10,0.0127362
600,10,0.0405118
800,10,0.1272242
1200,10,0.4651896
1000,10,0.4502784
1400,10,0.6892844
100,16,0.0034405
200,16,0.0033852
800,16,0.0951166
600,16,0.0442695
400,16,0.0133064
1000,16,0.2493221
1200,16,0.6363002
1400,16,0.6723875
100,10,0.0027459
200,10,0.0030172
400,10,0.0123056
600,10,0.0462418
800,10,0.1107712
1000,10,0.5757774
1400,10,0.7459512
1200,10,0.9794291
1600,10,2.3283022
2000,10,3.2000434
100,1,0.0012902
200,1,0.0111815
400,1,0.0939006
600,1,0.3334292
800,1,0.7898505
1000,1,1.5128228
1200,1,2.5952249
1400,1,4.1165388
100,2,0.0014939
200,2,0.0059039
400,2,0.0487964
600,2,0.1655934
800,2,0.4025218
1000,2,0.7739266
1200,2,1.3115182
1400,2,2.0335293
100,4,0.0014634
200,4,0.0035822
400,4,0.0261446
600,4,0.095971
800,4,0.2718303
1000,4,0.4177038
1200,4,0.749532
1400,4,1.0969975
100,8,0.0025549
200,8,0.0032134
400,8,0.013264
600,8,0.0443618
800,8,0.1385308
1000,8,0.3250789
1200,8,0.5564842
1400,8,0.7685758
100,10,0.0023935
200,10,0.0029685
400,10,0.0121852
600,10,0.0382431
800,10,0.1039482
1000,10,0.2926247
1200,10,0.4605148
1400,10,0.7379375
100,16,0.0040831
200,16,0.0044915
400,16,0.015378
600,16,0.0483519
800,16,0.1289172
1000,16,0.4646643
1200,16,0.6119184
1400,16,0.7492879
100,16,0.0031665
200,16,0.0030177
400,16,0.0137764
600,16,0.0438066
800,16,0.0927859
1000,16,0.2072388
1200,16,0.9451034
1400,16,1.3104527
1600,16,2.5731208
2000,16,3.0876323
100,1,0.0012841
200,1,0.0110994
400,1,0.0959823
600,1,0.3348087
800,1,0.7716362
1000,1,1.4859601
1200,1,2.5706528
1400,1,4.1034334
100,2,0.0011518
200,2,0.0061029
400,2,0.0498515
600,2,0.1722417
800,2,0.3990001
1000,2,0.7634826
1200,2,1.2991063
1400,2,2.0241978
100,4,0.0015769
200,4,0.0037073
400,4,0.0252768
600,4,0.0876373
800,4,0.2433505
1000,4,0.4144847
1200,4,0.7159658
1400,4,1.0836272
100,8,0.0021674
200,8,0.0035448
400,8,0.0153229
600,8,0.0514133
800,8,0.1435649
1000,8,0.2914343
1200,8,0.6392762
1400,8,0.7787135
100,10,0.0026979
200,10,0.0030122
400,10,0.0150709
600,10,0.0409447
800,10,0.1062476
1000,10,0.3547032
1200,10,0.5428333
1400,10,0.7389381
100,16,0.0030024
200,16,0.0039071
400,16,0.0128546
600,16,0.0465413
800,16,0.0940401
1400,16,0.472451
1000,16,0.6427793
1200,16,0.7049719
100,8,0.0023333
200,8,0.0033783
400,8,0.0236452
600,8,0.0503862
800,8,0.1125785
100,1,0.0013897
200,1,0.0113035
400,1,0.0969573
600,1,0.3338066
800,1,0.7863812
1000,1,1.5268745
1200,1,2.7114276
1400,1,4.4681358
1600,1,6.4543308
2000,1,12.8073216
100,1,0.0013688
200,1,0.0112593
400,1,0.0942691
600,1,0.3277691
800,1,0.7914989
1000,1,1.4973976
1200,1,2.6173418
1400,1,4.2634736
100,2,0.0012021
200,2,0.0056608
400,2,0.0480984
600,2,0.1745983
800,2,0.4113974
1000,2,0.7556288
1200,2,1.3207889
1400,2,2.0287092
100,4,0.0016915
200,4,0.0033669
400,4,0.0251511
600,4,0.0905741
800,4,0.227012
1000,4,0.43362
1200,4,0.7074271
1400,4,1.0755363
100,8,0.0019635
200,8,0.0025391
400,8,0.0135545
600,8,0.0443557
800,8,0.1239433
1000,8,0.2794796
1200,8,0.4995961
1400,8,0.7357477
100,10,0.0022785
200,10,0.0027889
400,10,0.0111643
600,10,0.0648455
800,10,0.1559524
1200,10,0.4685829
1000,10,0.4585217
1400,10,0.7144921
100,16,0.0033853
200,16,0.003712
400,16,0.0112474
600,16,0.0432937
800,16,0.0891142
1000,16,0.2168843
1200,16,0.5742165
1400,16,0.6878126
100,2,0.0012336
200,2,0.0060148
400,2,0.0481049
600,2,0.164806
800,2,0.4108838
1000,2,0.8317437
1200,2,1.4390969
1400,2,2.3948494
1600,2,3.5004213
2000,2,6.6616979
100,1,0.0013814
200,1,0.0111376
400,1,0.0957199
600,1,0.3394903
800,1,0.7855683
1000,1,1.5458489
1200,1,2.6542491
1400,1,4.3761086
100,2,0.0010734
200,2,0.0070992
400,2,0.0488104
600,2,0.1725881
800,2,0.4068339
1000,2,0.7863866
1200,2,1.3169319
1400,2,2.0928742
100,4,0.0014908
200,4,0.0033425
400,4,0.0251434
600,4,0.0891437
800,4,0.2356293
1000,4,0.463299
1200,4,0.7167881
1400,4,1.1190343
100,8,0.0019953
200,8,0.003123
400,8,0.0149559
600,8,0.0473399
800,8,0.1434095
1000,8,0.3042828
1200,8,0.4763152
1400,8,0.7194946
100,10,0.0027768
200,10,0.0031203
400,10,0.0120938
600,10,0.037349
800,10,0.1022935
1000,10,0.2900672
1200,10,0.5008639
1400,10,0.7568896
100,16,0.0027973
200,16,0.0040034
400,16,0.0130866
600,16,0.0445044
800,16,0.120393
1000,16,0.3937541
1200,16,0.606265
1400,16,0.7091403
100,4,0.0012224
200,4,0.0035978
400,4,0.0244502
600,4,0.0885056
800,4,0.2708547
1000,4,0.5492516
1200,4,0.9861475
1400,4,1.4944362
1600,4,2.4408703
2000,4,3.8373053
100,1,0.0015604
200,1,0.0112324
400,1,0.1000804
600,1,0.3322905
800,1,0.7850533
1000,1,1.4856564
1200,1,2.5688146
1400,1,4.067779
100,2,0.0013073
200,2,0.006502
400,2,0.0498528
600,2,0.1662519
800,2,0.3908023
1000,2,0.7540267
1200,2,1.3003056
1400,2,2.0133201
100,4,0.0014953
200,4,0.0033763
400,4,0.0243434
600,4,0.0883241
800,4,0.2525448
1000,4,0.4533692
1200,4,0.7254848
1400,4,1.1048654
100,8,0.0023677
200,8,0.0026469
400,8,0.0136477
600,8,0.0462911
800,8,0.1304897
1000,8,0.2659841
1200,8,0.5202043
1400,8,0.7328263
100,10,0.0026119
200,10,0.0038078
400,10,0.0126577
600,10,0.0423149
800,10,0.1603979
1000,10,0.2843834
1200,10,0.5741709
1400,10,0.6906271
100,16,0.0036252
200,16,0.0039487
400,16,0.011416
600,16,0.0494309
800,16,0.0992473
1000,16,0.4698249
1200,16,0.5136277
1400,16,0.7334166
100,8,0.001804
200,8,0.0025185
400,8,0.0131782
600,8,0.054576
800,8,0.1537401
1000,8,0.3558832
1200,8,0.689446
1400,8,1.4190334
1600,8,2.2009527
2000,8,3.0654361
100,1,0.001333
200,1,0.0112012
400,1,0.0976097
600,1,0.332253
800,1,0.7803596
1000,1,1.4711285
1200,1,2.5706047
1400,1,4.0602148
100,2,0.0012456
200,2,0.0060449
400,2,0.0478631
600,2,0.1705549
800,2,0.3943011
1000,2,0.7599331
1200,2,1.3058776
1400,2,2.0515826
100,4,0.0015234
200,4,0.0035634
400,4,0.0258388
600,4,0.0936528
800,4,0.2355241
1000,4,0.4328785
1200,4,0.7396799
1400,4,1.0955066
100,8,0.001846
200,8,0.0031584
400,8,0.0159382
800,8,0.1453246
